author,content,date,id,review_title
AskMyBuddy,"Hello Bersenev!Thank you for taking time to write a review and for 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network. You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you have Contacts that speak languages other than English, you may also be interested to know about Multi lingual Alerts.  This allows the 'check on me now' message to be sent in any of the following languages: Spanish, French, Swedish, German, Portuguese and Italian.  This is one of our 'Thank you features',  Read more about these in our Help topic Premium Features, http://askmybuddy.net/help.php If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",5 months ago,fabdc070-8622-4b1f-bd1c-32a6dbaad8a2,Really useful skill
AskMyBuddy,"Hello Matthew!Thank you for taking time to write a review and for 5 stars!You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",3 months ago,4b1c0525-8de5-48ac-85c0-d6fba4f36da2,Five Stars
AskMyBuddy,"Hello Garth!Thank you for the 5 stars, we really really appreciate it!We are really happy that you have set up your own Personal Alert ⨁ Network. Be sure to remember 'Alexa, Ask My Buddy to Send Help' which will alert all of your contacts at once!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,50c76a15-15d1-4a32-aef9-2a869e98e36b,Everyone should have this skill
AskMyBuddy,"Hello! Thank you for the 5 stars, we really really appreciate it!We are really happy that you have set up your own Personal Alert ⨁ Network. If you ever need anything, please send email to support@askmybuddy.net Be well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,7675969f-f271-4609-a8c5-b21c86b97406,Peace of mind for older folks
AskMyBuddy,"Hello Andrew!Thank you for taking time to write a review and for 5 stars! We really appreciate it.We encourage you to try out all the different skills, and to interact with Alexa daily, as this will really help you remember how to say commands, and will be a lot of fun too. For Ask My Buddy, the easiest command to remember is 'Alexa, Ask My Buddy to Send Help' and all contacts will be alerted.If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",1 month ago,64a988a6-ca9f-4d22-9f26-93e81d9e5ab3,Five Stars
AskMyBuddy,"Hello SLOVESCOLBYWILLOW!Thank you for the 5 stars, we really really appreciate it!Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",8 months ago,4a5601ae-8be4-48ee-b13f-fbe27f88bf0a,Ask My Buddy App
AskMyBuddy,"Hello!Thank you for the 5 stars, we really really appreciate it!Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",8 months ago,c6ec076b-aedd-456e-b690-aacb16bb2239,LeRoy
AskMyBuddy,"Hello!Thank you for the 5 stars, we really really appreciate it!We are happy to hear you have set up your own Personal Alert ⨁ Network, set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,56c43381-22fe-4b35-a766-686e9c12debf,Super
AskMyBuddy,"Hello Scarlet and Gray,Thank you for the 5 stars, we really really appreciate it!Thank you for the compliment, too!  Best regards,Ask My Buddy CrewHint: To help you and your contacts stay familiar with Ask My Buddy, send an alert once a week!",10 months ago,78cf0d3c-61de-4580-9eb3-952d543df2c8,Great Job!
AskMyBuddy,"Hello Pat,Thank you for 5 stars!  We really really appreciate it!If you need anything further, please drop us an email support@askmybuddy.netBest regards!Ask My Buddy Crew",1 year ago,d5e16bbd-40ba-4347-8ba8-a596123ab4b6,Perfect
AskMyBuddy,"Hello Robin,Thank you for 5 stars! We really really appreciate it!You're awesome, too!Ask My Buddy Crew",1 year ago,25317cad-5d82-4db4-9647-0fc572890121,Love It
AskMyBuddy,"12/28/16 7:37pm easternHello again Cameragirl,Just a reminder to send email to support@askmybuddy.net if you would like to have your contact names overridden.",7 months ago,fc006b29-d833-4b2d-bc7a-c644f11d2126,"Changes my last name from ""Cockrell"" to ""Roosterv"""
AskMyBuddy,"12/26/2016 11:26am easternHello Cameragirl,Please contact support@askmybuddy.netWe have an auto filter that changes some words to prevent certain language from being sent in alerts.  We do this because, unfortunately, there are less than kind people in the world.We can override your account, but will need to know who you are.  Please contact us via the email address you are registered with and we can get you set immediately.Also, it is important to know that when sending alerts, you need only use a Contact's first name.  Alexa, Ask My Buddy to Alert xxxx (James, Lisa, Bob, etc) Last name is not used.We are here to help, please contact us if you have any other questions, or as stated above, to override your name.  support@askmybuddy.netBest regards,The Ask My Buddy Crew",8 months ago,4b213189-9faf-48bd-a77f-33157f457790,"Changes my last name from ""Cockrell"" to ""Roosterv"""
AskMyBuddy,"2/3/2017Hello again Derber56,We do not believe we have heard from you yet.  Please send us email so we can help you get sorted out.  support@askmybuddy.netPlease try these phrases: 'Alexa, Ask My Buddy to alert Everyone' or 'Alexa, Ask My Buddy to alert YourContactFirstName' We're hoping to hear from you!~~ The Ask My Buddy CrewYou may be interested to know about our new Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say.To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!",6 months ago,438eb314-f0ae-4412-8ecb-9ba2c4bda554,Doesn't work
AskMyBuddy,"Hello Derber56,Please contact support so we can help you!  support@askmybuddy.netWe are available 24/7 The Ask My Buddy Crew",6 months ago,2aa6454a-c5c2-48fa-a5e8-2e57d317fe7c,Doesn't work
AskMyBuddy,"Hello!Thank you for taking time to write a review and for 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network. You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",5 months ago,9399ffc3-f030-43a6-8dc3-4f285917ff73,A must have
AskMyBuddy,"Hello! Thank you for the 5 stars, we really really appreciate it!We are really happy that you have set up your own Personal Alert ⨁ Network. If you ever need anything, please send email to support@askmybuddy.net Be well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,e3b926fa-6d7d-4b7a-a107-fcefa3677381,"Awesome, simply awesome!"
AskMyBuddy,"Hello E.!Thank you for the 5 stars, we really really appreciate it!We are happy to hear you have set up your own Personal Alert ⨁ Network.  If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'  Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.  Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,b5028098-ec08-4ffd-ae2b-c02e2514da87,love it!
AskMyBuddy,"Hello Frances!Thank you for taking time to write a review and for 5 stars!You may be interested to know about our Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!We encourage you to try out all the different skills, and to interact with Alexa daily, as this will really help you remember how to say commands, and will be a lot of fun too. For Ask My Buddy, the easiest command to remember is 'Alexa, Ask My Buddy to Send Help' and all of your contacts will be alerted.If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.",2 months ago,d85a275f-4e5a-4c49-a2a9-be5c6a49810c,Excellent App
AskMyBuddy,"Hello Christian,Just a note in case you missed our previous comments.  Please send email to support@askmybuddy.net so we can help you resolve this.Thank you!The Ask My Buddy Crew",9 months ago,a32b5a2a-27d9-49ac-8893-f8328da8ca48,Contacts not found
AskMyBuddy,"Hi again Christian, We haven't seen any email from you to our support about this question, so just wanted to add a couple ideas here, hoping you will see them,Did 'Alexa Ask My Buddy to Alert Everyone' work?In the meantime - here are a couple ways that this can happen:1. Alexa companion app not linked to the same Ask My Buddy account.After Enabling some skills, they must also be Linked.  In the Linking process Alexa 'connects' with the skill using the registered email address.  If this hasn't happened, or was linked to a different email address, then it is possible there are more than one Ask My Buddy accounts created.  (we have seen this happen when registering a typo is made in the email address, such as gmail.con or similar).  Disable the skill, then Enable again, Press Link account, and Log In with the same account that Contacts are seen on Ask My Buddy.2. More than 1 Alexa account / Household accounts - Alexa can have more than one registered Amazon account and if you have registered more than one account, you will need to have registered, enabled, and linked Ask My Buddy on both accounts.   You can check this by asking 'Alexa which account is current'.  If it is not the account that has Ask My Buddy enabled, then say 'Alexa switch accounts' and try again.",9 months ago,37f5fe98-5abd-4d0d-92e1-e81dfd6179ea,Contacts not found
AskMyBuddy,"Hello Christian,Please send email to support@askmybuddy.net so we can help you resolve this.Thank you!The Ask My Buddy Crew",9 months ago,16f21690-8647-4ec8-85a8-af9b4fde331b,Contacts not found
AskMyBuddy,"Hello!Thank you for taking time to write a review and for 5 stars, we really really appreciate it!We are happy to hear that you have set up a Personal Alert ⨁ Network. You may be interested to know about our new Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.  If you live in a community or building with private security, consider talking to them about being part of your network.",6 months ago,3a1020a8-379a-4e3a-a6e4-4cdf2ae41dcc,Great application
AskMyBuddy,"Hello DEEZEE,Thank you for the 5 stars, we really really appreciate it!If you mean about carrying around the house or in your yard where you are still connected to your WiFi, then check out Invoixia's Triby.  It works well on a battery.  http://www.invoxia.com/#oid=32027_2585  Best regards,Ask My Buddy CrewHint: To help you and your contacts stay familiar with Ask My Buddy, send an alert once a week!",11 months ago,87410781-130b-421a-b113-3e1b498692d4,Fall For It
AskMyBuddy,"Hello Dixie Darling!Thank you for the 5 stars, we really really appreciate it!Sounds like you are getting a lot of practice in!  We do recommend setting a schedule to send an alert once a week!  This will help everyone stay familiar with Ask My Buddy.   Also check the monthly newsletter for the 'Guest alert' to help you stay in practice. If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",8 months ago,5d292531-1042-4ad8-ba11-1b9aa17059cb,Five Stars
AskMyBuddy,"Hello Min Wilson,Thank you for the 5 stars, we really really appreciate it!Thank you for your comments, it makes us happy that we are able to make some people's lives a little easier.Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",8 months ago,472fef8c-3d78-40d2-92ad-f0fc24f6563b,Just listening and reading the reviews fills me with joy and peace of mind
AskMyBuddy,"Hello!Thank you for taking time to write a review and for 5 stars! We really appreciate it. We encourage you to try out all the different skills, and to interact with Alexa daily, as this will really help you remember how to say commands, and will be a lot of fun too. For Ask My Buddy, the easiest command to remember is 'Alexa, Ask My Buddy to Send Help' and all contacts will be alerted.If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert. If you live in a community or building with private security, consider talking to them about being part of your network.  Download our 'Guide for Contacts' at the bottom of the www.AskMyBuddy.net Settings page and share with those on the contact list. Ask My Buddy",26 days ago,6f795052-f403-458a-8cef-571411621cdc,Wonderful and useful application
AskMyBuddy,"Hello Mimibarb,Just checking in to see if you are now set up?  We are ready to help.Please, contact us support@askmybuddy.netHappy Thanksgiving!The Ask My Buddy Crew",9 months ago,35ce71e7-33dd-43a5-bda9-4ee796f1ea9e,Can't set up
AskMyBuddy,"Hello Mimibarb,Welcome to Ask My Buddy,After you have Registered and Linked inside the Alexa companion application, go to our website www.AskMyBuddy.net to set up your contacts.It is not possible to set up the contacts from within the Alexa application.  That is for Enabling and Linking.  We did send a Welcome email to the address you registered with.  This email includes instructions on how to set up.  No worries though, I have included the steps here.Please, if you need anything else, contact us support@askmybuddy.netThe Ask My Buddy CrewAdding friends and family to your Contacts is easy.  Once you have enabled and linked Alexa with the Ask My Buddy skill, set up your Contacts at www.AskMyBuddy.net.  Steps are below.You have already enabled and linked, so skip down the the Add Contacts section.There are 2 parts to setting up Ask My Buddy.  Enable and Link Accounts in the Alexa companion application.  Add Contacts at the AskMyBuddy.net website.  If you need any help please send email to support@askmybuddy.netEnable and LinkingEnable Ask My Buddy:1. Open the Alexa companion application (either on your tablet / phone or at alexa.amazon.com )2. Tap on Skills menu item3. Locate Ask My Buddy in the skills list - easiest is to type Ask My Buddy in the search area, then press the magnifying glass in the orange area on the right.4. Click on Enable Skill button on this pageLink Alexa and Ask My Buddy:     5. Then tap on the button that say Link Account (will be below a button that says Disable)     6. The Ask My Buddy Login page will display   	If you have not created an Ask My Buddy account yet,     	  a. Scroll down a little and press the button that says Register.   	  b. Enter your information and then press the Register button at the bottom.   	  c. After you Register, be sure to check your email for a Welcome letter from us.       If you already have an account with Ask My Buddy or just Registered,	7. Enter your email and password	8. Press Login	9. A screen should display saying 'Account linking successful'You may now exit the Alexa companion application and go to www.AskMyBuddy.net to add your Contacts. Add or Edit Contacts1. In your internet browser, go to www.askmybuddy.net,2. Click on the Login menu item (if you are on a mobile device, tap on the 3 lines in the upper left corner).3. Enter the login information that you used when you registered (email and password) then press Login button.4. Once logged in you will be at the Settings page.  5. Enter any additional information, then press Save Changes6. Select menu item Contacts from the menu at the top (mobile device, tap the 3 lines in the upper left corner)7. Fill in each field for a contact then click the Save Changes button at the bottom. Always press Save Changes after each new contact is entered.  If there are any errors you will see them in the blue title bar area. Once complete you are ready to use Ask My Buddy.Talk to you Alexa device and say, 'Alexa, Ask My Buddy to Alert Bob' (instead of Bob use the first name of the contact you added). Alexa will alert that person and let you know that she did.To alert all of your contacts at once say:	Alexa Ask My Buddy to Alert All	Alexa Ask My Buddy to Alert Everyone	Alexa Ask My Buddy to Alert Everybody	Alexa Ask My Buddy to Alert My Family	Alexa Ask My Buddy to Alert My Kids	Alexa Ask My Buddy to Send HelpTo alert only one contact say:	Alexa Ask My Buddy to Alert yourContactFirstName Ask My Buddy is a free service that leverages the Alexa Voice Platform to connect a user to their Personal Alert Network using only their voice.  Ask My Buddy is not a substitute for 911, but rather an additional tool offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Alert Everyone'",9 months ago,270a9e4f-146f-4919-829e-d1333c15830a,Can't set up
AskMyBuddy,"Hello Catherine!Thank you for the 5 stars, we really really appreciate it!Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",8 months ago,16e82cf8-21fc-47d3-a1d7-96e0350c9450,Love this!
AskMyBuddy,"Hello Fay!Thank you for your review and for 5 stars, we really really appreciate it!We are happy to hear that you have set up a Personal Alert ⨁ Network. You may be interested to know about our new Personalized Quick Reference cards that can be printed out. The Quick Reference will have the login ID, a place to write a hint for the password, and it will automatically add each Contact’s name with the command to say. To get a personalized copy, go to www.AskMyBuddy.net, then LOGIN to the account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'. We recommend hanging this somewhere that it may be seen frequently, like a refrigerator, to help remember what to say when needed!If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",6 months ago,c61b8f9c-a7cc-44bb-a9da-00ae912aa918,Five Stars
AskMyBuddy,"Hello Dane's iPad (and Dane if you are reading this)!Thank you for the 5 stars, we really really appreciate it!We are happy to hear that you have set up your own Personal Alert ⨁ Network. Remember, the easiest way to alert all of your contacts is to say 'Alexa Ask My Buddy to Send Help'.You may be interested to know about our new Personalized Quick Reference cards that you can print out. This new quick reference is similar to our original, but it will have your information added to it automatically. The Quick Reference will have your login ID, a place to write a hint for your password, and it will add each of your Contact’s names with the command to say.To get your personalized copy, go to www.AskMyBuddy.net, then LOGIN to your account. Tap on menu item CONTACTS, then scroll to the bottom of the Contacts page. Tap on 'Personalized for Amazon'.  ** Please give it a minute or so while we build it just for you.We recommend hanging this somewhere that you may see it frequently, like a refrigerator, to help you remember what to say when you do need it!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,ce3750bf-3765-4c6a-a6a7-26ec036f26ca,Five Stars
AskMyBuddy,"Hello M,Thank you for the 5 stars, we really really appreciate it!In addition to alerting one of your contacts with just their first name, you can alert everyone at one time by using Everyone, Everybody, My Family, My Friends, & My Kids!To help you and your contacts stay familiar with Ask My Buddy, send an alert once a week!Also - every month in the newsletter we have a different 'Guest alert' to help our users stay in practice. You can even say, 'Alexa, Ask My Buddy to alert power ball.' She will pick some numbers for you, but more importantly, you can stay in practice in how to send an alert.Best regards,Ask My Buddy Crew",10 months ago,851bff68-3921-489f-95a9-45c4517398d1,great idea. I love it.
AskMyBuddy,"Hello Dee!Thank you for the 5 stars, we really really appreciate it!Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy. Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",8 months ago,624486fa-c366-420d-9b71-505e93f6d579,My buddy works!
AskMyBuddy,"Hello Anthony!Thank you for the 5 stars, we really really appreciate it!We are really happy that you have set up your own Personal Alert ⨁ Network. Be sure to remember 'Alexa, Ask My Buddy to Send Help' which will alert all of your contacts at once!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,f92e9db8-4ebc-4768-a1cb-039815e4cdaf,A Must Have
AskMyBuddy,"Hello!Thank you for taking time to write a review and for 5 stars, we really really appreciate it!Thank you very much for recommending Ask My Buddy.   If you ever need any help, send us an email support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network. Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.  If you live in a community or building with private security, consider talking to them about being part of your network.",6 months ago,500b8891-6e0e-4f6b-af92-d5443117ad7c,I cannot recommend this skill enough
AskMyBuddy,"Hello,Thank you for the 5 stars, we really really appreciate it!Best regards,Ask My Buddy CrewHint: To help you and your contacts stay familiar with Ask My Buddy, send an alert once a week!",10 months ago,197c6b6c-02b9-4eef-b3ab-5390b988ddcd,Great Feature
Columbus,Originally when setting up I did not notice the test button that test contacting the contacts but after contacting Ask My Buddy's support. They responded within minutes telling me where to look to test each contact. And it works perfectly. So much so that I am ordering a DOT for each room in my house. This is better than having to pay a monthly fee for nearly the same service.,9 months ago,1db4f46b-0f3a-47f2-b01c-bd96aca1a7f3,Not working
AskMyBuddy,"Hello Columbus,Please send us email at support@askmybuddy.net and if you like, include your phone number and we will call you to get you set up by phone.Please also check your email for our Welcome email, it also includes steps to for getting set up.  If you don't see it, be sure to check your spam folder.Looking forward to speaking with you,The Ask My Buddy Crew",9 months ago,89722ae0-b9e8-4b63-a40d-caf2d12c5421,Not working
AskMyBuddy,"Hello!Thank you for the 5 stars, we really really appreciate it!Set a schedule to send an alert once a week! This will help you and your contacts stay familiar with Ask My Buddy.  Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy Crew",8 months ago,de809e3f-3bce-481a-82e7-5666c60f1276,Safty
L. Hayes,Thank you. I will.,1 year ago,23833f70-bbe6-48aa-82ef-0ef71e098383,Doesn't work well
AskMyBuddy,Please contact support@askmybuddy.net  I am sure they can help you resolve the problem!,1 year ago,3b48267a-2191-46a5-a464-d57bc43d8dd1,Doesn't work well
AskMyBuddy,"Hello Maximum Verbosity!Thank you for the 5 stars, we really really appreciate it!We are happy you have set up your own Personal Alert ⨁ Network!  It sounds like you are getting lots of practice with  Ask My Buddy.  Check the monthly newsletter for the 'Guest alert' to help stay in practice with, too.If you ever need anything, please send email to support@askmybuddy.netBest regards,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help'",8 months ago,52be5a59-e79d-46bb-811d-fc8fc8d93a5e,If you ever find yourself disarmed......
AskMyBuddy,"Hello Mike!Thank you for the 5 stars, we really really appreciate it!We are really happy that you have set up your own Personal Alert ⨁ Network.  Be sure to remember 'Alexa, Ask My Buddy to Send Help' which will alert all of your contacts at once!If you ever need anything, please send email to support@askmybuddy.netBe well,The Ask My Buddy CrewAsk My Buddy is not a substitute for 911, but rather an additional tool, offering the security of knowing help is just a shout away. 'Alexa, Ask My Buddy to Send Help' Ask My Buddy is designed as a way to quickly reach your own Personal Alert ⨁ Network.Please ask your family, friends, a care giver, or a neighbor to be part of your network, and make a plan with them for what it means if you send them an alert.",7 months ago,a70c52c2-3ad9-402b-ba5d-5a64f2939ff8,awesome skill for safety
AskMyBuddy,Hello!Thanks for 5 stars!  We really do appreciate it.Please contact us at support@askmybuddy.net  We can take a look at what happened and make sure you are all set up.Thanks!The AskMyBuddy Crew,9 months ago,72529e66-84ae-47d5-b318-a293ed97c903,Test call
AskMyBuddy,"Dear Mr. Cavolo, We saw your review and the trouble you were having.  As you know, we contacted you on Sunday, July 3, 2016 letting you know that you had created a second account, but had not linked the second account with Alexa, nor had you set up any contacts.Your original account has all of the contacts you originally entered.We also see that you have now accessed, maintained, verified, and used Ask My Buddy successfully.If you have any questions or need support, please contact us!  support@askmybuddy.net is available 24/7 including holidays.We try hard to earn your 5 star rating.*** For anyone reading this review, Please know that ALL contacts can be edited by users. This includes First Name, Last Name, Voice Phone, Cell Phone, and Email.  Happy Independence DayAsk My Buddy, Personal Alert Network is a free service available on Amazon's Alexa Voice Service.",1 year ago,394d02a9-0e66-4e4c-a5cc-bd4af5d267d6,"Enter data once, no ability for maintenance"
